Read_file	Genome_file	Adjusted_ANI	Naive_ANI	ANI_5-95_percentile	Eff_cov	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov	Containment_ind	Contig_name
pac_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/002/952/055/GCF_002952055.1_genomic.fna.gz	100.00	100.00	NA-NA	8.913	HIGH	NA-NA	9	8.910	2672/2673	NZ_CP021255.1 Desulfobulbus oralis strain HOT041/ORNL chromosome, complete genome
pac_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/000/196/115/GCF_000196115.1_genomic.fna.gz	100.00	100.00	NA-NA	7.795	HIGH	NA-NA	8	7.790	6989/6993	NC_005027.1 Rhodopirellula baltica SH 1, complete sequence
pac_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/000/019/085/GCF_000019085.1_genomic.fna.gz	100.00	100.00	NA-NA	7.345	HIGH	NA-NA	7	7.324	2148/2150	NC_010321.1 Thermoanaerobacter pseudethanolicus ATCC 33223, complete sequence
pac_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/000/018/945/GCF_000018945.1_genomic.fna.gz	100.00	100.00	NA-NA	40.401	HIGH	NA-NA	40	40.357	1816/1818	NC_011978.1 Thermotoga neapolitana DSM 4359, complete sequence
pac_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/000/166/095/GCF_000166095.1_genomic.fna.gz	99.99	99.99	NA-NA	15.672	HIGH	NA-NA	15	15.647	1271/1273	NC_014658.1 Methanothermus fervidus DSM 2088, complete sequence
pac_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/000/011/065/GCF_000011065.1_genomic.fna.gz	99.99	98.38	99.88-100.15	0.902	0.902	0.83-0.95	1	0.926	3685/6123	NC_004663.1 Bacteroides thetaiotaomicron VPI-5482, complete sequence
pac_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCA/000/018/565/GCA_000018565.1_genomic.fna.gz	99.99	99.99	NA-NA	7.437	HIGH	NA-NA	7	7.422	6603/6616	CP000875.1 Herpetosiphon aurantiacus DSM 785, complete genome
pac_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/000/011/105/GCF_000011105.1_genomic.fna.gz	99.99	99.99	NA-NA	7.454	HIGH	NA-NA	7	7.420	1755/1759	NC_000961.1 Pyrococcus horikoshii OT3, complete sequence
pac_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/000/020/465/GCF_000020465.1_genomic.fna.gz	99.99	99.99	NA-NA	13.242	HIGH	NA-NA	13	13.149	2580/2586	NC_010803.1 Chlorobium limicola DSM 245, complete sequence
pac_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/000/091/665/GCF_000091665.1_genomic.fna.gz	99.99	99.99	NA-NA	15.964	HIGH	NA-NA	15	15.926	1671/1675	NC_000909.1 Methanocaldococcus jannaschii DSM 2661, complete sequence
pac_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/900/167/395/GCF_900167395.1_genomic.fna.gz	99.99	99.99	NA-NA	10.567	HIGH	NA-NA	10	10.275	2675/2686	NZ_FUWK01000085.1 Nitrosomonas europaea strain ATCC 25978, whole genome shotgun sequence
pac_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/000/015/125/GCF_000015125.1_genomic.fna.gz	99.97	99.97	NA-NA	5.193	HIGH	NA-NA	5	5.087	2871/2897	NC_008639.1 Chlorobium phaeobacteroides DSM 266, complete sequence
pac_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCA/003/543/175/GCA_003543175.1_genomic.fna.gz	99.96	95.36	99.32-100.73	0.258	0.258	0.19-0.32	1	0.262	338/1475	DPJC01000012.1 MAG TPA_asm: Hydrogenobaculum sp. isolate UBA8840 contig_1217, whole genome shotgun sequence
pac_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/001/481/685/GCF_001481685.1_genomic.fna.gz	99.96	99.96	NA-NA	4.583	HIGH	NA-NA	4	4.521	1379/1398	NZ_CP006867.1 Ignicoccus islandicus DSM 13165 chromosome, complete genome
pac_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCA/000/007/325/GCA_000007325.1_genomic.fna.gz	99.95	99.95	NA-NA	5.126	HIGH	NA-NA	5	5.051	2089/2120	AE009951.2 Fusobacterium nucleatum subsp. nucleatum ATCC 25586, complete genome
pac_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/000/016/425/GCF_000016425.1_genomic.fna.gz	99.95	98.38	99.80-100.11	0.924	0.924	0.86-0.99	1	0.952	3079/5110	NC_009380.1 Salinispora tropica CNB-440, complete sequence
pac_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/000/018/865/GCF_000018865.1_genomic.fna.gz	99.95	99.35	99.86-100.01	1.738	1.738	1.65-1.86	2	1.684	4235/5179	NC_010175.1 Chloroflexus aurantiacus J-10-fl, complete sequence
pac_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/000/006/985/GCF_000006985.1_genomic.fna.gz	99.94	99.94	NA-NA	4.786	HIGH	NA-NA	5	4.695	2084/2120	NC_002932.3 Chlorobaculum tepidum TLS, complete sequence
pac_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/000/012/825/GCF_000012825.1_genomic.fna.gz	99.93	99.45	99.88-100.02	1.926	1.926	1.77-2.00	2	1.932	4022/4773	NC_009614.1 Phocaeicola vulgatus ATCC 8482, complete sequence
pac_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/000/013/645/GCF_000013645.1_genomic.fna.gz	99.91	99.54	99.87-99.96	2.171	2.171	2.03-2.25	2	2.148	8208/9466	NC_007951.1 Paraburkholderia xenovorans LB400 chromosome 1, complete sequence
pac_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/000/009/705/GCF_000009705.1_genomic.fna.gz	99.91	99.31	99.83-99.97	1.721	1.721	1.63-1.82	2	2.037	5613/6966	NC_003272.1 Nostoc sp. PCC 7120 = FACHB-418, complete sequence
pac_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/000/022/325/GCF_000022325.1_genomic.fna.gz	99.90	96.46	99.47-100.32	0.350	0.350	0.30-0.41	1	0.353	863/2639	NC_012034.1 Caldicellulosiruptor bescii DSM 6725, complete sequence
pac_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/000/022/565/GCF_000022565.1_genomic.fna.gz	99.85	97.36	99.60-100.05	0.597	0.597	0.54-0.66	1	0.596	1796/4110	NC_012483.1 Acidobacterium capsulatum ATCC 51196, complete sequence
pac_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/000/008/185/GCF_000008185.1_genomic.fna.gz	99.84	97.86	99.63-100.08	0.753	0.753	0.68-0.83	1	0.725	1441/2819	NC_002967.9 Treponema denticola ATCC 35405, complete sequence
pac_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/000/010/505/GCF_000010505.1_genomic.fna.gz	99.80	97.64	99.45-100.10	0.691	0.691	0.60-0.78	1	0.670	1012/2125	NC_010729.1 Porphyromonas gingivalis ATCC 33277, complete sequence
pac_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/000/008/665/GCF_000008665.1_genomic.fna.gz	99.78	99.00	99.63-99.92	1.491	1.491	1.37-1.62	2	1.350	1554/2125	NC_000917.1 Archaeoglobus fulgidus DSM 4304, complete sequence
pac_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/000/156/375/GCF_000156375.1_genomic.fna.gz	99.73	99.73	NA-NA	3.349	HIGH	NA-NA	3	2.858	2565/2786	NZ_DS996397.1 Desulfovibrio piger ATCC 29098 Scfld442, whole genome shotgun sequence
pac_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/000/007/985/GCF_000007985.2_genomic.fna.gz	99.59	97.98	99.38-99.76	0.900	0.900	0.84-0.97	1	0.774	2014/3796	NC_002939.5 Geobacter sulfurreducens PCA, complete sequence
pac_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/000/306/945/GCF_000306945.1_genomic.fna.gz	99.54	96.08	99.19-99.97	0.398	0.398	0.34-0.45	1	0.353	1084/3740	NC_018518.1 Bordetella pertussis 18323, complete sequence
pac_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/021/282/585/GCF_021282585.1_genomic.fna.gz	99.47	99.47	NA-NA	5.962	HIGH	NA-NA	5	4.892	5274/6210	NZ_JAJSPR010000100.1 Pseudomonas alloputida strain NMI2441_06 NODE_100_length_3132_cov_481.337, whole genome shotgun sequence
pac_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/008/124/605/GCF_008124605.1_genomic.fna.gz	99.24	99.24	NA-NA	12.704	HIGH	NA-NA	12	9.896	1823/2310	NZ_VRYN01000001.1 Halobacterium salinarum DSM 3754 Ga0061114_scaffold00001.1, whole genome shotgun sequence
pac_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/000/019/785/GCF_000019785.1_genomic.fna.gz	99.23	93.22	98.34-100.27	0.152	0.152	0.11-0.20	1	0.127	535/4719	NC_010524.1 Leptothrix cholodnii SP-6, complete sequence
pac_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCA/923/184/405/GCA_923184405.1_genomic.fna.gz	99.05	91.00	97.03-100.54	0.073	0.073	0.05-0.13	1	0.058	115/2138	OV299793.1 Neisseria meningitidis strain NM-1853 genome assembly, scaffold: scaffold00001, whole genome shotgun sequence
pac_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/900/638/555/GCF_900638555.1_genomic.fna.gz	99.04	93.01	98.01-100.18	0.151	0.151	0.10-0.21	1	0.113	214/2021	NZ_LR134525.1 Neisseria meningitidis strain NCTC10025 chromosome 1, complete sequence
pac_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/000/007/225/GCF_000007225.1_genomic.fna.gz	98.89	96.27	98.48-99.30	0.558	0.558	0.48-0.65	1	0.392	680/2206	NC_003364.1 Pyrobaculum aerophilum str. IM2, complete sequence
pac_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/003/968/655/GCF_003968655.1_genomic.fna.gz	98.86	98.86	NA-NA	5.713	HIGH	NA-NA	5	3.694	1416/2021	NZ_RXYK01000010.1 Chlorobium phaeovibrioides strain BrKhr17 NODE_10_length_80169_cov_14.7459, whole genome shotgun sequence
pac_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/000/392/875/GCF_000392875.1_genomic.fna.gz	98.67	95.62	98.23-99.14	0.464	0.464	0.39-0.56	1	0.305	720/2887	NZ_KB944588.1 Enterococcus faecalis ATCC 19433 acAqW-supercont1.1, whole genome shotgun sequence
pac_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/002/799/245/GCF_002799245.1_genomic.fna.gz	98.63	93.25	97.81-99.49	0.189	0.189	0.14-0.24	1	0.128	541/4716	NZ_NEQV01000001.1 Stenotrophomonas maltophilia strain EA1 Contig_1_consensus_ctg_5_15_2, whole genome shotgun sequence
pac_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/900/456/975/GCF_900456975.1_genomic.fna.gz	98.53	98.53	NA-NA	9.083	HIGH	NA-NA	8	5.738	3218/5094	NZ_UGYM01000002.1 Shewanella baltica strain NCTC10735, whole genome shotgun sequence
pac_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/006/716/065/GCF_006716065.1_genomic.fna.gz	98.53	97.74	98.39-98.64	1.474	1.474	1.36-1.59	2	0.953	2762/5617	NZ_VFOL01000001.1 Salinispora arenicola strain DSM 44819 Ga0264271_11, whole genome shotgun sequence
pac_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/001/645/105/GCF_001645105.1_genomic.fna.gz	98.50	98.50	NA-NA	6.803	HIGH	NA-NA	6	4.146	4124/6598	NZ_LKEG01000001.1 Pseudomonas marginalis strain ICMP 3553 C1001, whole genome shotgun sequence
pac_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/000/012/905/GCF_000012905.2_genomic.fna.gz	98.37	91.68	97.16-99.49	0.117	0.117	0.08-0.17	1	0.071	308/4550	NC_007493.2 Cereibacter sphaeroides 2.4.1 chromosome 1, complete sequence
pac_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	97.77	93.18	97.12-98.39	0.249	0.249	0.20-0.30	1	0.129	541/4835	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome
pac_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/001/457/615/GCF_001457615.1_genomic.fna.gz	97.56	89.44	95.62-98.80	0.066	0.066	0.04-0.12	1	0.058	200/6372	NZ_LN831024.1 Pseudomonas aeruginosa strain NCTC10332 chromosome 1, complete sequence
pac_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCA/003/044/455/GCA_003044455.1_genomic.fna.gz	97.51	90.89	96.11-99.62	0.115	0.115	0.06-0.17	1	0.055	113/2183	POWY01000001.1 Neisseria bergeri strain C2008000328 C2008000328_S13_ctg_2420, whole genome shotgun sequence
pac_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/003/030/305/GCF_003030305.1_genomic.fna.gz	97.47	90.63	95.96-99.67	0.108	0.108	0.05-0.17	1	0.050	117/2471	NZ_CP023676.1 Cutibacterium acnes strain ATCC 6919 chromosome, complete genome
pac_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/000/008/545/GCF_000008545.1_genomic.fna.gz	97.46	97.46	NA-NA	29.693	HIGH	NA-NA	27	12.426	810/1800	NC_000853.1 Thermotoga maritima MSB8, complete sequence
pac_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/000/166/775/GCF_000166775.1_genomic.fna.gz	97.44	94.11	96.78-98.40	0.304	0.304	0.22-0.39	1	0.140	405/2658	NC_014720.1 Caldicellulosiruptor kronotskyensis 2002, complete sequence
pac_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/003/315/235/GCF_003315235.1_genomic.fna.gz	97.06	90.93	95.49-98.89	0.136	0.136	0.06-0.22	1	0.055	112/2135	NZ_QNRU01000001.1 Neisseria gonorrhoeae strain DSM 9188 Ga0244522_101, whole genome shotgun sequence
pac_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCA/900/760/795/GCA_900760795.1_genomic.fna.gz	96.94	96.43	96.74-97.12	1.861	1.861	1.63-2.07	2	0.750	1303/4017	CAAFAI010000001.1 TPA_asm: Bacteroidaceae bacterium, isolate HGM04771, WGS project CAAFAI010000000 data, contig: SRS021948_34_k99_167, whole genome shotgun sequence
pac_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/002/945/325/GCF_002945325.1_genomic.fna.gz	96.85	96.32	96.60-97.16	1.804	1.804	1.47-2.12	2	0.878	549/1758	NZ_CP026606.1 Methanococcus maripaludis strain DSM 2067 chromosome, complete genome
pac_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/000/784/835/GCF_000784835.1_genomic.fna.gz	96.83	96.83	NA-NA	27.179	HIGH	NA-NA	25	9.326	672/1825	NZ_JSFH01000001.1 Thermotoga sp. Mc24 Contig1, whole genome shotgun sequence
pac_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/009/759/685/GCF_009759685.1_genomic.fna.gz	96.81	92.24	96.01-97.81	0.247	0.247	0.18-0.32	1	0.095	322/3933	NZ_CP046654.1 Acinetobacter baumannii strain ATCC 19606 chromosome, complete genome
pac_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCA/019/414/725/GCA_019414725.1_genomic.fna.gz	96.76	96.00	96.54-96.99	1.490	1.490	1.29-1.69	2	0.595	917/3254	DXLM01000001.1 MAG TPA_asm: Bacteroides sp. isolate HRGM_Genome_0403 HRGM_Genome_0403_1, whole genome shotgun sequence
pac_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCA/019/414/665/GCA_019414665.1_genomic.fna.gz	96.71	96.12	96.49-96.99	1.714	1.714	1.43-1.91	2	0.685	736/2510	DXLO01000001.1 MAG TPA_asm: Bacteroides sp. isolate HRGM_Genome_0405 HRGM_Genome_0405_1, whole genome shotgun sequence
pac_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/004/211/955/GCF_004211955.1_genomic.fna.gz	96.64	91.46	95.64-97.51	0.193	0.193	0.15-0.27	1	0.071	303/4828	NZ_RHJI01000010.1 Escherichia sp. E1V33 1V33_10_consensus, whole genome shotgun sequence
pac_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCA/000/445/185/GCA_000445185.1_genomic.fna.gz	96.62	96.62	NA-NA	7.310	HIGH	NA-NA	7	2.515	900/2616	AVAF01000001.1 MAG: Thermoanaerobacter sp. A7A NODE_13_length_6096_cov_691.959473, whole genome shotgun sequence
pac_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/019/655/335/GCF_019655335.1_genomic.fna.gz	96.57	96.57	NA-NA	9.685	HIGH	NA-NA	9	3.083	1684/4963	NZ_BPFD01000001.1 Shewanella hafniensis strain ATCC BAA-1207 sequence001, whole genome shotgun sequence
pac_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/901/482/445/GCF_901482445.1_genomic.fna.gz	96.55	90.92	95.27-98.48	0.165	0.165	0.08-0.25	1	0.056	105/2009	NZ_LR590477.1 Neisseria lactamica strain NCTC10617 chromosome 1
pac_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCA/003/722/315/GCA_003722315.1_genomic.fna.gz	96.52	96.52	NA-NA	7.277	HIGH	NA-NA	7	2.424	838/2516	CP033580.1 Thermoanaerobacter ethanolicus JW 200 chromosome, complete genome
pac_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/000/014/425/GCF_000014425.1_genomic.fna.gz	96.36	90.59	94.70-98.76	0.156	0.156	0.07-0.25	1	0.050	83/1776	NC_008530.1 Lactobacillus gasseri ATCC 33323 = JCM 1131, complete sequence
pac_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/002/965/065/GCF_002965065.1_genomic.fna.gz	96.33	91.35	95.31-97.58	0.208	0.208	0.13-0.28	1	0.068	272/4490	NZ_PTRE01000100.1 Escherichia sp. MOD1-EC7003 MOD1-EC7003_100_length_365_cov_541, whole genome shotgun sequence
pac_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCA/021/307/345/GCA_021307345.1_genomic.fna.gz	96.25	90.91	95.01-97.53	0.183	0.183	0.12-0.25	1	0.057	229/4398	CP089930.1 Escherichia coli strain E69 chromosome, complete genome
pac_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/013/009/555/GCF_013009555.1_genomic.fna.gz	96.17	95.66	95.97-96.36	1.842	1.842	1.61-2.03	2	0.581	1369/5416	NZ_CP046176.1 Phocaeicola dorei strain DSM 17855 chromosome, complete genome
pac_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/024/181/605/GCF_024181605.1_genomic.fna.gz	96.12	93.84	95.52-96.58	0.632	0.632	0.52-0.76	1	0.196	386/2767	NZ_CP054477.1 Treponema denticola strain OMZ 823 chromosome, complete genome
pac_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/005/843/885/GCF_005843885.1_genomic.fna.gz	96.02	90.78	94.87-97.34	0.188	0.188	0.12-0.28	1	0.057	248/4979	NZ_CP040443.1 Escherichia sp. E4742 chromosome, complete genome
pac_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/001/720/585/GCF_001720585.1_genomic.fna.gz	96.00	89.51	94.37-98.63	0.119	0.119	0.05-0.20	1	0.034	143/4441	NZ_MABH01000001.1 Cereibacter johrii strain JA192 Edena_55_len:9378, whole genome shotgun sequence
pac_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/000/147/695/GCF_000147695.2_genomic.fna.gz	95.94	95.94	NA-NA	7.185	HIGH	NA-NA	7	1.979	713/2574	NC_015958.1 Thermoanaerobacter wiegelii Rt8.B1, complete sequence
pac_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/012/843/875/GCF_012843875.1_genomic.fna.gz	95.87	95.87	NA-NA	3.790	HIGH	NA-NA	3	0.799	758/2802	NZ_JABAFY010000001.1 Desulfovibrio piger strain PG-251-APC-1 Contig_1, whole genome shotgun sequence
pac_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCA/001/602/925/GCA_001602925.1_genomic.fna.gz	95.83	95.83	NA-NA	5.724	HIGH	NA-NA	5	1.275	617/2311	LUZT01000020.1 MAG: Chlorobiales bacterium Clorobi_01 Chlorobi_01_contig_10178, whole genome shotgun sequence
pac_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCA/905/372/345/GCA_905372345.1_genomic.fna.gz	95.81	93.23	95.18-96.57	0.545	0.545	0.40-0.67	1	0.157	212/1865	CAJPPE010000001.1 uncultured Treponema sp. isolate SRR9217404-mag-bin.11 genome assembly, contig: SRR9217404-mag-bin.11_239, whole genome shotgun sequence
pac_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/000/173/615/GCF_000173615.1_genomic.fna.gz	95.79	94.51	95.24-96.26	1.052	1.052	0.87-1.33	1	0.297	251/1446	NZ_ABZS01000228.1 Sulfurihydrogenibium yellowstonense SS-5 gcontig_18, whole genome shotgun sequence
pac_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/000/026/225/GCF_000026225.1_genomic.fna.gz	95.76	90.89	94.82-97.04	0.216	0.216	0.14-0.30	1	0.058	238/4592	NC_011740.1 Escherichia fergusonii ATCC 35469, complete sequence
pac_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCA/905/200/945/GCA_905200945.1_genomic.fna.gz	95.73	95.51	95.57-96.19	2.591	2.591	1.76-2.89	2	0.658	660/2743	CAJKMG010000001.1 TPA_asm: uncultured Akkermansia sp. isolate ERR414247-bin.14 genome assembly, contig: NODE_1_length_362532_cov_11.812060, whole genome shotgun sequence
pac_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCA/943/181/435/GCA_943181435.1_genomic.fna.gz	95.62	89.86	94.05-97.46	0.154	0.154	0.08-0.26	1	0.039	70/1927	OW969598.1 Neisseria sp. Marseille-Q6792 genome assembly, chromosome: contig00001
pac_mock2_1gb.fq	gtdb_genomes_reps_r214/database/GCF/902/459/535/GCF_902459535.1_genomic.fna.gz	95.58	95.29	95.43-95.79	2.357	2.357	1.91-2.52	2	0.564	1816/8097	NZ_LR699553.1 Paraburkholderia dioscoreae isolate PDMSB31 chromosome I
