Genome	SRR19064322_1.fastq.gz Mean
GCF_900537995.1_genomic	4.856407
GCF_018408575.1_genomic	3.353539
GCA_025150085.1_genomic	12.349339
GCA_000432375.1_genomic	40.39794
GCF_003478335.1_genomic	9.668226
GCF_000239295.1_genomic	1.7599062
GCA_902362775.1_genomic	1.666483
GCA_900546265.1_genomic	1.4232228
GCF_000205025.1_genomic	2.5256212
GCA_000436755.1_genomic	0.8586887
GCA_018366495.1_genomic	0.24428119
GCA_000154345.1_genomic	1.122014
GCF_900078395.1_genomic	0.15868029
GCA_000432135.1_genomic	24.712778
GCA_944375795.1_genomic	0.07178482
GCA_018374635.1_genomic	1.3043009
GCF_022867805.1_genomic	0.7369895
GCA_019425105.1_genomic	0.44544217
GCF_003697165.2_genomic	0.33382535
GCA_018711685.1_genomic	0.09984426
GCA_019117305.1_genomic	0.24005575
GCA_944353735.1_genomic	0.10484256
GCF_900199635.1_genomic	0.5199477
GCA_025147325.1_genomic	1.546876
GCA_018228645.1_genomic	1.1743666
GCA_000435675.1_genomic	0.48084104
GCA_025147765.1_genomic	4.011325
GCF_003201875.1_genomic	0.09400677
GCF_004154955.1_genomic	0.6450851
GCA_000155435.1_genomic	0.31172034
GCF_000278725.1_genomic	0.76591384
GCA_900552185.1_genomic	0.39649865
GCA_003531585.1_genomic	4.5477104
GCA_019423795.1_genomic	0.54169464
GCA_900539675.1_genomic	6.3708086
GCA_902362435.1_genomic	0.7456599
GCA_001304875.1_genomic	0.21227594
GCA_934426285.1_genomic	2.0065973
GCF_000190535.1_genomic	4.203286
GCF_900103425.1_genomic	0.6797069
GCF_002160765.1_genomic	0.4063529
GCA_900553775.1_genomic	0.9476907
GCF_943193075.1_genomic	0.9613775
GCF_003287495.1_genomic	3.5114992
GCF_000233455.1_genomic	0.24402332
GCF_900119895.1_genomic	1.5965602
GCA_934845495.1_genomic	1.0338235
GCA_934875375.1_genomic	1.7362571
GCA_001312505.1_genomic	6.6422625
GCF_000016525.1_genomic	2.3606668
GCF_000196555.1_genomic	2.4665277
GCF_001487165.1_genomic	5.640829
GCA_900542045.1_genomic	0.08645072
GCA_003096535.1_genomic	5.1545453
GCF_008121495.1_genomic	0.80281883
GCA_944387035.1_genomic	0.5213783
GCF_000225345.1_genomic	2.8126953
GCF_004134775.1_genomic	0.31680715
GCF_001404335.1_genomic	0.5395108
GCA_025149785.1_genomic	4.615348
GCF_014287955.1_genomic	1.7074101
GCA_003525905.1_genomic	5.803871
GCA_019424865.1_genomic	1.7856591
GCF_002234575.2_genomic	0.38620198
GCA_900539945.1_genomic	9.705607
GCA_904420575.1_genomic	0.23994596
GCA_021029595.1_genomic	6.916502
GCA_900761905.1_genomic	0.18752398
GCF_003479405.1_genomic	0.76969916
GCA_900543695.1_genomic	0.8012478
GCA_904419775.1_genomic	0.26523852
GCA_904395335.1_genomic	0.14862178
GCF_000478885.1_genomic	0.7455317
GCA_944393575.1_genomic	0.16631569
GCA_900546685.1_genomic	0.56667644
GCA_003447295.1_genomic	0.7362828
GCF_003474435.1_genomic	2.4206204
GCF_009494135.1_genomic	139.32007
GCF_900106845.1_genomic	0.28406465
GCF_014384905.1_genomic	0.5054529
GCF_000785515.1_genomic	2.0451782
GCF_023347255.1_genomic	23.348484
GCA_025150245.1_genomic	2.8313344
GCF_000466265.1_genomic	0.47558478
GCF_014337215.1_genomic	0.2939555
GCF_014202115.1_genomic	0.66296375
GCA_019422065.1_genomic	0.074692376
GCF_001433875.1_genomic	0.2992198
GCF_024168045.1_genomic	3.0221736
GCA_003150405.1_genomic	0.27235967
GCF_001406815.1_genomic	24.965355
GCF_003574295.1_genomic	1.2033672
GCA_018375675.1_genomic	0.33748785
GCA_019422005.1_genomic	0.20525478
GCA_900545515.1_genomic	6.334603
GCA_018712885.1_genomic	0.81184924
GCA_019410105.1_genomic	1.7851473
GCF_013304385.1_genomic	4.026782
GCF_000210055.1_genomic	0.8988487
GCA_902363045.1_genomic	4.69585
GCA_000438155.1_genomic	0.11542861
GCA_944380185.1_genomic	0.08871308
GCF_001314995.1_genomic	2.884451
GCF_000260715.1_genomic	34.54169
GCA_019411365.1_genomic	2.186364
GCA_001305115.1_genomic	3.24441
GCF_001517625.2_genomic	0.9348027
GCA_003481005.1_genomic	3.6037085
GCA_944391625.1_genomic	0.106143124
GCA_905214955.1_genomic	0.25917313
GCA_000432915.1_genomic	12.111455
GCA_025149125.1_genomic	0.3337595
GCF_000173975.1_genomic	5.643552
GCA_900761895.1_genomic	0.10153624
GCF_900115635.1_genomic	0.30750227
GCA_900542375.1_genomic	0.29173917
GCF_000011065.1_genomic	0.858004
GCA_900541315.1_genomic	0.90366924
GCF_000233955.1_genomic	4.506108
GCF_000701705.1_genomic	3.3648992
GCA_018716755.1_genomic	0.41781068
GCA_025147485.1_genomic	13.845293
GCA_003478355.1_genomic	3.320516
GCF_020554845.1_genomic	11.3546295
GCF_009680455.1_genomic	1.0403949
GCA_025151215.1_genomic	7.5343375
GCF_014297285.1_genomic	15.802225
GCA_900547455.1_genomic	0.50533855
GCF_003480315.1_genomic	1.2567632
GCA_003507655.1_genomic	9.815914
GCA_000432435.1_genomic	49.240574
GCA_900549885.1_genomic	1.1511425
GCA_025145845.1_genomic	7.9494185
GCF_000742135.1_genomic	0.2829427
GCF_002874775.1_genomic	0.23637666
GCA_934647945.1_genomic	0.8240183
GCA_018712265.1_genomic	0.17454168
GCA_904393115.1_genomic	2.9637296
GCF_900048895.1_genomic	0.73868763
GCA_900757485.1_genomic	0.25920448
GCA_904420265.1_genomic	0.08727411
GCA_900542115.1_genomic	1.217713
GCF_000156195.1_genomic	3.67716
GCA_018380115.1_genomic	1.2032974
GCF_014306095.1_genomic	1.2924588
GCA_905206455.1_genomic	0.32228506
GCF_014384885.1_genomic	1.1466522
GCF_003024715.1_genomic	5.2785053
GCA_944387015.1_genomic	0.45714933
GCA_934869045.1_genomic	0.15007971
GCF_003477705.1_genomic	0.94644296
GCA_003150225.1_genomic	0.12020584
GCF_003437535.1_genomic	26.05308
GCA_018364635.1_genomic	0.07603134
GCF_000210075.1_genomic	1.9234473
GCF_000153925.1_genomic	3.9029837
GCF_003473545.1_genomic	6.8763485
GCA_900548595.1_genomic	0.1261298
GCA_003478935.1_genomic	2.1742132
GCA_900538475.1_genomic	0.28197446
GCF_000157975.1_genomic	1.6317108
GCF_009738225.1_genomic	1.4283413
GCF_000154465.1_genomic	44.82454
GCA_902363135.1_genomic	2.1472025
GCA_900545585.1_genomic	35.42642
GCA_930989305.1_genomic	0.30461022
GCA_916988195.3_genomic	5.7098174
GCF_019597925.1_genomic	0.7361849
GCA_905199445.1_genomic	0.068052985
GCA_003460745.1_genomic	1.7069304
GCF_012317185.1_genomic	0.32093734
GCF_000949455.1_genomic	1.454173
GCA_018223435.1_genomic	1.7457094
GCA_003584705.1_genomic	3.2934833
GCF_009696065.1_genomic	8.016796
GCF_008727735.1_genomic	1.4645292
GCF_003324185.1_genomic	17.801264
GCF_000025985.1_genomic	1.0911801
GCF_000174195.1_genomic	5.115376
GCF_010509575.1_genomic	28.306486
GCA_904384225.1_genomic	0.052022565
GCA_025152405.1_genomic	5.7590404
GCF_014384805.1_genomic	1.3166746
GCA_900540255.1_genomic	0.06589458
GCA_000435715.1_genomic	0.348598
GCA_019423265.1_genomic	0.1623871
GCF_020687245.1_genomic	5.670884
GCA_018380885.1_genomic	0.13776201
GCF_900104615.1_genomic	0.4026052
GCA_900155415.1_genomic	0.48288345
GCA_934717555.1_genomic	0.35509345
GCF_020564355.1_genomic	1.9745315
GCF_009695995.1_genomic	1.1766543
GCA_900540275.1_genomic	1.0453122
GCA_025149285.1_genomic	0.27488655
GCF_000012825.1_genomic	31.422054
